Date,Close
,TECHM.NS
2020-06-11,494.3775329589844
2020-06-12,479.55108642578125
2020-06-15,474.4503173828125
2020-06-16,461.05023193359375
2020-06-17,462.9953308105469
2020-06-18,463.2979431152344
2020-06-19,465.8482971191406
2020-06-22,474.19097900390625
2020-06-23,483.095458984375
2020-06-24,484.9542236328125
2020-06-25,479.07550048828125
2020-06-26,484.8678283691406
2020-06-29,468.1824951171875
2020-06-30,469.7818908691406
2020-07-01,471.9432373046875
2020-07-02,484.8678283691406
2020-07-03,490.3575439453125
2020-07-06,502.7634582519531
2020-07-07,507.3453369140625
2020-07-08,504.4060974121094
2020-07-09,499.0891418457031
2020-07-10,491.9136962890625
2020-07-13,518.7572021484375
2020-07-14,517.2443237304688
2020-07-15,531.9410400390625
2020-07-16,518.1951904296875
2020-07-17,518.4545288085938
2020-07-20,538.4683227539062
2020-07-21,536.6095581054688
2020-07-22,534.2319946289062
2020-07-23,551.2278442382812
2020-07-24,568.7900390625
2020-07-27,579.2054443359375
2020-07-28,596.4625244140625
2020-07-29,589.5335693359375
2020-07-30,588.0953979492188
2020-07-31,594.1093139648438
2020-08-03,587.0931396484375
2020-08-04,568.833740234375
2020-08-05,565.2601928710938
2020-08-06,575.5446166992188
2020-08-07,577.3751220703125
2020-08-10,594.2835693359375
2020-08-11,588.1389770507812
2020-08-12,603.1737060546875
2020-08-13,607.5315551757812
2020-08-14,606.5292358398438
2020-08-17,628.4494018554688
2020-08-18,621.4766845703125
2020-08-19,633.373779296875
2020-08-20,633.1123657226562
2020-08-21,638.51611328125
2020-08-24,629.7131958007812
2020-08-25,643.7455444335938
2020-08-26,638.7340087890625
2020-08-27,641.1307983398438
2020-08-28,655.729736328125
2020-08-31,645.8372802734375
2020-09-01,634.3761596679688
2020-09-02,640.7822265625
2020-09-03,662.0050659179688
2020-09-04,652.1126708984375
2020-09-07,651.1538696289062
2020-09-08,655.6425170898438
2020-09-09,656.601318359375
2020-09-10,653.6814575195312
2020-09-11,666.8858642578125
2020-09-14,689.1981811523438
2020-09-15,689.546875
2020-09-16,690.2876586914062
2020-09-17,685.8861694335938
2020-09-18,701.3130493164062
2020-09-21,686.1476440429688
2020-09-22,697.6525268554688
2020-09-23,691.2027587890625
2020-09-24,655.2939453125
2020-09-25,673.1611328125
2020-09-28,679.3058471679688
2020-09-29,669.5006713867188
2020-09-30,690.0697631835938
2020-10-01,716.8706665039062
2020-10-05,733.2128295898438
2020-10-06,738.5729370117188
2020-10-07,737.6577758789062
2020-10-08,749.8162231445312
2020-10-09,744.4561767578125
2020-10-12,746.85302734375
2020-10-13,756.7017211914062
2020-10-14,739.836669921875
2020-10-15,708.0678100585938
2020-10-16,717.0885620117188
2020-10-19,718.3088989257812
2020-10-20,740.708251953125
2020-10-21,737.2655639648438
2020-10-22,729.9007568359375
2020-10-23,739.313720703125
2020-10-26,714.0380249023438
2020-10-27,722.2308959960938
2020-10-28,701.008056640625
2020-10-29,714.28564453125
2020-10-30,722.3233642578125
2020-11-02,723.5224609375
2020-11-03,717.7049560546875
2020-11-04,734.3576049804688
2020-11-05,746.6583251953125
2020-11-06,755.939453125
2020-11-09,775.1232299804688
2020-11-10,729.4285888671875
2020-11-11,743.8162841796875
2020-11-12,748.9231567382812
2020-11-13,745.0153198242188
2020-11-14,746.169921875
2020-11-17,750.699462890625
2020-11-18,742.5729370117188
2020-11-19,730.8494873046875
2020-11-20,743.8607177734375
2020-11-23,768.9063110351562
2020-11-24,779.47509765625
2020-11-25,765.7977905273438
2020-11-26,761.179443359375
2020-11-27,778.7646484375
2020-12-01,805.8082885742188
2020-12-02,807.0516967773438
2020-12-03,812.7803955078125
2020-12-04,819.8410034179688
2020-12-07,838.6695556640625
2020-12-08,828.0119018554688
2020-12-09,825.5250854492188
2020-12-10,823.5711669921875
2020-12-11,816.554931640625
2020-12-14,807.6735229492188
2020-12-15,823.3491821289062
2020-12-16,818.4644165039062
2020-12-17,826.0579833984375
2020-12-18,829.3440551757812
2020-12-21,805.4088134765625
2020-12-22,838.9804077148438
2020-12-23,842.0889282226562
2020-12-24,841.28955078125
2020-12-28,841.1563110351562
2020-12-29,857.6312866210938
2020-12-30,873.2625732421875
2020-12-31,864.3367919921875
2021-01-01,868.5554809570312
2021-01-04,889.8707885742188
2021-01-05,891.5582275390625
2021-01-06,885.607666015625
2021-01-07,883.4761352539062
2021-01-08,933.5228271484375
2021-01-11,957.0584106445312
2021-01-12,945.1574096679688
2021-01-13,949.9976806640625
2021-01-14,934.8548583984375
2021-01-15,894.622314453125
2021-01-18,886.584716796875
2021-01-19,881.4778442382812
2021-01-20,905.4132080078125
2021-01-21,892.313232421875
2021-01-22,871.131103515625
2021-01-25,863.3153686523438
2021-01-27,885.5632934570312
2021-01-28,871.797119140625
2021-01-29,853.8567504882812
2021-02-01,836.4048461914062
2021-02-02,850.1265869140625
2021-02-03,871.6640014648438
2021-02-04,860.7842407226562
2021-02-05,852.0803833007812
2021-02-08,872.6408081054688
2021-02-09,866.0242309570312
2021-02-10,865.8465576171875
2021-02-11,875.3496704101562
2021-02-12,880.3233032226562
2021-02-15,869.6656494140625
2021-02-16,876.4154052734375
2021-02-17,870.7758178710938
2021-02-18,897.5531005859375
2021-02-19,882.7656860351562
2021-02-22,844.3536987304688
2021-02-23,839.9574584960938
2021-02-24,852.6577758789062
2021-02-25,850.659423828125
2021-02-26,816.06640625
2021-03-01,831.298095703125
2021-03-02,858.9191284179688
2021-03-03,866.8235473632812
2021-03-04,859.7628173828125
2021-03-05,852.346923828125
2021-03-08,860.1624755859375
2021-03-09,877.6145629882812
2021-03-10,895.9100952148438
2021-03-12,891.025390625
2021-03-15,911.807861328125
2021-03-16,911.718994140625
2021-03-17,905.9461059570312
2021-03-18,884.7639770507812
2021-03-19,878.7689819335938
2021-03-22,900.1731567382812
2021-03-23,900.4396362304688
2021-03-24,881.1669921875
2021-03-25,860.3401489257812
2021-03-26,880.1456298828125
2021-03-30,903.1484985351562
2021-03-31,880.54541015625
2021-04-01,881.1669921875
2021-04-05,886.0961303710938
2021-04-06,880.4564819335938
2021-04-07,890.2704467773438
2021-04-08,913.8948974609375
2021-04-09,935.2103271484375
2021-04-12,923.5311279296875
2021-04-13,889.7819213867188
2021-04-15,882.05517578125
2021-04-16,897.2866821289062
2021-04-19,888.2276000976562
2021-04-20,873.3958129882812
2021-04-22,859.5408325195312
2021-04-23,843.9096069335938
2021-04-26,854.5672607421875
2021-04-27,860.8286743164062
2021-04-28,868.0669555664062
2021-04-29,867.6229248046875
2021-04-30,852.968505859375
2021-05-03,850.5706176757812
2021-05-04,852.968505859375
2021-05-05,852.968505859375
2021-05-06,868.5554809570312
2021-05-07,871.2199096679688
2021-05-10,879.7015380859375
2021-05-11,867.7561645507812
2021-05-12,854.7003784179688
2021-05-14,845.6858520507812
2021-05-17,846.7072143554688
2021-05-18,862.160888671875
2021-05-19,868.2890014648438
2021-05-20,864.2479858398438
2021-05-21,870.8201293945312
2021-05-24,873.6622924804688
2021-05-25,881.611083984375
2021-05-26,895.0663452148438
2021-05-27,905.7239990234375
2021-05-28,911.4525756835938
2021-05-31,907.3671875
2021-06-01,915.2271118164062
2021-06-02,903.1928100585938
2021-06-03,900.8837280273438
2021-06-04,905.191162109375
2021-06-07,918.6908569335938
2021-06-08,939.4288940429688
2021-06-09,934.544189453125
2021-06-10,945.779052734375
2021-06-11,952.9730834960938
2021-06-14,949.6424560546875
2021-06-15,947.5109252929688
2021-06-16,949.5537109375
2021-06-17,959.4119873046875
2021-06-18,950.9302978515625
2021-06-21,944.002685546875
2021-06-22,938.9404296875
2021-06-23,938.2742919921875
2021-06-24,959.18994140625
2021-06-25,967.6273193359375
2021-06-28,981.4822387695312
2021-06-29,966.428466796875
2021-06-30,972.91162109375
2021-07-01,963.763916015625
2021-07-02,967.53857421875
2021-07-05,954.4384155273438
2021-07-06,932.1463012695312
2021-07-07,928.904541015625
2021-07-08,941.5604248046875
2021-07-09,934.10009765625
2021-07-12,938.4075317382812
2021-07-13,932.678955078125
2021-07-14,957.8578491210938
2021-07-15,988.0101318359375
2021-07-16,979.75048828125
2021-07-19,971.8016357421875
2021-07-20,965.5846557617188
2021-07-22,1020.1162719726562
2021-07-23,1017.776611328125
2021-07-26,1008.0577392578125
2021-07-27,1008.6426391601562
2021-07-28,1007.4730224609375
2021-07-29,1014.8970947265625
2021-07-30,1088.463134765625
2021-08-02,1089.4979248046875
2021-08-03,1103.4913330078125
2021-08-04,1094.71728515625
2021-08-05,1123.2437744140625
2021-08-06,1138.002197265625
2021-08-09,1158.564453125
2021-08-10,1190.6007080078125
2021-08-11,1191.095458984375
2021-08-12,1247.7437744140625
2021-08-13,1244.68408203125
2021-08-16,1230.915771484375
2021-08-17,1272.1756591796875
2021-08-18,1271.095947265625
2021-08-20,1259.1273193359375
2021-08-23,1274.245361328125
2021-08-24,1316.855224609375
2021-08-25,1316.6304931640625
2021-08-26,1304.391845703125
2021-08-27,1300.702392578125
2021-08-30,1277.125
2021-08-31,1302.72705078125
2021-09-01,1292.513427734375
2021-09-02,1293.8634033203125
2021-09-03,1297.5975341796875
2021-09-06,1314.875732421875
2021-09-07,1291.5235595703125
2021-09-08,1284.9093017578125
2021-09-09,1289.7686767578125
2021-09-13,1286.3941650390625
2021-09-14,1306.6866455078125
2021-09-15,1318.2052001953125
2021-09-16,1303.3570556640625
2021-09-17,1306.2366943359375
2021-09-20,1288.0137939453125
2021-09-21,1315.370361328125
2021-09-22,1362.0748291015625
2021-09-23,1369.1842041015625
2021-09-24,1363.10986328125
2021-09-27,1317.80029296875
2021-09-28,1272.4908447265625
2021-09-29,1255.6627197265625
2021-09-30,1242.389404296875
2021-10-01,1233.9754638671875
2021-10-04,1258.9925537109375
2021-10-05,1271.5909423828125
2021-10-06,1246.9339599609375
2021-10-07,1275.3253173828125
2021-10-08,1295.7979736328125
2021-10-11,1260.0272216796875
2021-10-12,1236.855224609375
2021-10-13,1261.7821044921875
2021-10-14,1287.5640869140625
2021-10-18,1331.5235595703125
2021-10-19,1385.022216796875
2021-10-20,1385.2021484375
2021-10-21,1371.658935546875
2021-10-22,1365.539306640625
2021-10-25,1371.5238037109375
2021-10-26,1406.7994384765625
2021-10-27,1410.8939208984375
2021-10-28,1379.8028564453125
2021-10-29,1329.90380859375
2021-11-01,1369.7689208984375
2021-11-02,1354.7275390625
2021-11-03,1361.952880859375
